brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,drug_in_other_countries,therapeutic_area_encoded,cluster_nl_encoded
BRAND_2D21,1.0224719101123596,1.2841486769149808,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2016-09-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7721663713142588,0.1613649307817382,1.0,1.0043685123233688,1.208955223880597,THER_AREA_66C5,1.0103616649912723,True,6,422
BRAND_2D21,1.0179463171036205,1.1831658089356585,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2017-12-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7892220943177226,0.163137482859968,1.000245283860322,1.0018493564606974,1.208955223880597,THER_AREA_66C5,1.0037069980941933,True,6,422
BRAND_2D21,1.0140449438202248,1.086750611225707,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2019-01-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.08,1.8219781183548864,0.1686936047669233,1.0002675823930784,1.0019319415049976,1.164179104477612,THER_AREA_66C5,1.0034921995963832,True,6,422
BRAND_2D21,1.0199750312109863,1.24404152444732,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2015-07-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7545208513755683,0.1645341047343603,1.0,1.0047832496005398,1.1940298507462686,THER_AREA_66C5,1.0091548601135638,True,6,422
BRAND_2D21,1.0121722846441947,1.0621702568368507,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2018-02-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.04,1.8058235319523053,0.1654797026856897,1.000490567720644,1.0020148757435456,1.208955223880597,THER_AREA_66C5,1.0025093879203149,True,6,422
BRAND_2D21,1.0199750312109863,1.24404152444732,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2015-08-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7545208513755683,0.1645341047343603,1.0,1.0047831970616772,1.1940298507462686,THER_AREA_66C5,1.0112042574339308,True,6,422
BRAND_2D21,1.0140449438202248,1.086750611225707,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2019-05-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.08,1.8219781183548864,0.1686936047669233,1.0002675823930784,1.0019201423796664,1.164179104477612,THER_AREA_66C5,1.0025349287642875,True,6,422
BRAND_2D21,1.0176342072409488,1.1983449905961,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2014-10-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.736188551301716,0.1678343131449196,1.0,1.0049635936981738,1.1791044776119404,THER_AREA_66C5,1.0074254895681742,True,6,422
BRAND_2D21,1.0224719101123596,1.2841486769149808,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2016-03-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7721663713142588,0.1613649307817382,1.0,1.0044831714213016,1.208955223880597,THER_AREA_66C5,1.0101333298461568,True,6,422
BRAND_2D21,1.0121722846441947,1.0621702568368507,BRAND_2D21_COUNTRY_E319,CORP_C868,COUNTRY_E319,2014-07-01,2018-01-01,DRUG_ID_C2AD,2020-01-01 00:00:00,['IND_3A0D'],1.04,1.8058235319523053,0.1654797026856897,1.000490567720644,1.001834791090165,1.208955223880597,THER_AREA_66C5,1.004670654137282,True,6,422
