brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,drug_in_other_countries,therapeutic_area_encoded,cluster_nl_encoded
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-06-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,1.840606410710488,-1.0,THER_AREA_96D7,1.0504431667653138,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-07-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,2.0026039261819486,-1.0,THER_AREA_96D7,1.051720208961904,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-08-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,1.959394060003064,-1.0,THER_AREA_96D7,1.0555513355516748,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2017-01-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0247138111866825,4.676067381364904e-05,-1.0,1.976338782677634,-1.0,THER_AREA_96D7,1.0421423924874773,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-03-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,1.899313100240684,-1.0,THER_AREA_96D7,1.0549128144533797,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-05-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,2.0946828775476503,-1.0,THER_AREA_96D7,1.0472505612738383,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-04-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,2.0581724653005176,-1.0,THER_AREA_96D7,1.052358730060199,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2017-02-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0247138111866825,4.676067381364904e-05,-1.0,1.8416921849428705,-1.0,THER_AREA_96D7,1.0434194346840675,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-10-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,1.9299873455202108,-1.0,THER_AREA_96D7,1.0293719705215751,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-09-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,1.89120348993951,-1.0,THER_AREA_96D7,1.045973519077248,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-12-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,1.9659288854436967,-1.0,THER_AREA_96D7,1.0549128144533797,True,9,970
BRAND_626D,-1.0,-1.0,BRAND_626D_COUNTRY_8B47,CORP_01C7,COUNTRY_8B47,2014-06-01,2016-11-01,DRUG_ID_E66E,2014-09-01 00:00:00,"['IND_1590', 'IND_ECAC']",-1.0,1.0244150466367496,4.676067381364904e-05,-1.0,2.143711145422371,-1.0,THER_AREA_96D7,1.0421423924874773,True,9,970
