brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,drug_in_other_countries,therapeutic_area_encoded,cluster_nl_encoded
BRAND_03C2,1.71519975031211,1.810639707242306,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2016-08-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0347018307191236,0.3503213094121583,1.0004013735896178,1.0009321464565095,1.82089552238806,THER_AREA_644A,1.002425869360524,False,4,62
BRAND_03C2,1.71519975031211,1.810639707242306,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2016-06-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0347018307191236,0.3503213094121583,1.0004013735896178,1.0009390679161665,1.82089552238806,THER_AREA_644A,1.0027997873162842,False,4,62
BRAND_03C2,1.71519975031211,1.810639707242306,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2016-04-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0347018307191236,0.3503213094121583,1.0004013735896178,1.0009042825005543,1.82089552238806,THER_AREA_644A,1.0024199949664103,False,4,62
BRAND_03C2,1.71519975031211,1.810639707242306,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2016-07-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0347018307191236,0.3503213094121583,1.0004013735896178,1.0009207767838546,1.82089552238806,THER_AREA_644A,1.002804384668199,False,4,62
BRAND_03C2,1.71519975031211,1.810639707242306,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2016-03-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0347018307191236,0.3503213094121583,1.0004013735896178,1.0009066980219286,1.82089552238806,THER_AREA_644A,1.0023367318150596,False,4,62
BRAND_03C2,1.71519975031211,1.810639707242306,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2016-05-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0347018307191236,0.3503213094121583,1.0004013735896178,1.000934118600045,1.82089552238806,THER_AREA_644A,1.002444769585064,False,4,62
BRAND_03C2,1.7303370786516854,1.8235962452898689,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2017-01-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0354805606965114,0.3498178332226809,1.0004013735896178,1.000909321626119,1.82089552238806,THER_AREA_644A,1.00258856453663,False,4,62
BRAND_03C2,1.7303370786516854,1.8235962452898689,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2017-03-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0354805606965114,0.3498178332226809,1.0004013735896178,1.0009307343441518,1.82089552238806,THER_AREA_644A,1.0032883836614812,False,4,62
BRAND_03C2,1.71519975031211,1.810639707242306,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2016-12-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0347018307191236,0.3503213094121583,1.0004013735896178,1.0009111164844011,1.82089552238806,THER_AREA_644A,1.0033274611527594,False,4,62
BRAND_03C2,1.7303370786516854,1.8235962452898689,BRAND_03C2_COUNTRY_9891,CORP_B65D,COUNTRY_9891,2014-06-01,2017-02-01,DRUG_ID_E0F1,-1,['IND_01DA'],1.5733333333333333,1.0354805606965114,0.3498178332226809,1.0004013735896178,1.0009289470620832,1.82089552238806,THER_AREA_644A,1.0028889248617487,False,4,62
