brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,drug_in_other_countries,therapeutic_area_encoded,cluster_nl_encoded
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-07-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,2.0314446963824624,1.9701492537313432,THER_AREA_96D7,1.039221237917607,True,9,966
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-06-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,2.037377650119724,1.9701492537313432,THER_AREA_96D7,1.0466189946965472,True,9,966
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-08-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,2.0419696176489204,1.9701492537313432,THER_AREA_96D7,1.0252136523513975,True,9,966
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-03-01,DRUG_ID_E66E,2017-03-01 00:00:00,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,1.8547406864971048,1.9701492537313432,THER_AREA_96D7,1.0236377986513223,True,9,966
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-04-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,2.03604935873709,1.9701492537313432,THER_AREA_96D7,1.039396332673898,True,9,966
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-05-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,1.9259690842179047,1.9701492537313432,THER_AREA_96D7,1.0170717436027628,True,9,966
BRAND_626D,1.2016229712858926,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2017-01-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0510638527205758,5.207003406220733e-05,-1.0,1.9761595909138736,1.9701492537313432,THER_AREA_96D7,1.0741119670913843,True,9,966
BRAND_626D,1.2016229712858926,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2017-03-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0510638527205758,5.207003406220733e-05,-1.0,1.988887536306636,1.9701492537313432,THER_AREA_96D7,1.0608229248671228,True,9,966
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-09-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,1.9736305797484537,1.9701492537313432,THER_AREA_96D7,1.0302914023685703,True,9,966
BRAND_626D,1.2016229712858926,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2017-02-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0510638527205758,5.207003406220733e-05,-1.0,1.9051941535041723,1.9701492537313432,THER_AREA_96D7,1.055675245128857,True,9,966
BRAND_626D,1.195692883895131,-1.0,BRAND_626D_COUNTRY_5180,CORP_01C7,COUNTRY_5180,2014-06-01,2016-10-01,DRUG_ID_E66E,-1,"['IND_1590', 'IND_ECAC', 'IND_D925']",1.92,1.0509193092574205,5.1563709704794594e-05,-1.0,1.9971974880924528,1.9701492537313432,THER_AREA_96D7,1.064347342096678,True,9,966
