population,price_unit,price_month,date,target,che_pc_usd,insurance_perc_che
1.0097251507703806,1.2733029288247568,-1.0,2014-07-01 00:00:00,1.2062995265698078,1.9837702871410736,-1.0
1.0097251507703806,1.2781842729086712,-1.0,2014-08-01 00:00:00,1.2407349694559595,1.9837702871410736,-1.0
1.0430342812142084,1.9957010616324389,-1.0,2014-09-01 00:00:00,1.0209649463665262,2.04041822721598,-1.0
1.0097251507703806,1.278908827498089,-1.0,2014-09-01 00:00:00,1.3685027860208008,1.9837702871410736,-1.0
1.0097251507703806,1.876014998327869,1.6465682558087678,2014-09-01 00:00:00,1.0202893910434492,1.9837702871410736,-1.0
1.0430342812142084,1.012002710962734,1.0039691388306649,2014-10-01 00:00:00,1.001122757450858,2.04041822721598,-1.0
1.0097251507703806,1.2848448757829698,-1.0,2014-10-01 00:00:00,1.5064923037519442,1.9837702871410736,-1.0
1.4954848339178637,1.278788866143661,-1.0,2014-10-01 00:00:00,2.3184084049400675,1.6690074906367045,-1.0
1.0097251507703806,1.8946610849472825,1.6465682558087678,2014-10-01 00:00:00,1.0574543839249606,1.9837702871410736,-1.0
1.0430342812142084,2.3835785669533163,-1.0,2014-10-01 00:00:00,1.0014565943317613,2.04041822721598,-1.0
1.0430342812142084,2.009652646998988,-1.0,2014-10-01 00:00:00,1.0435803420705665,2.04041822721598,-1.0
1.0097251507703806,1.3085131938118475,1.3949739107166748,2014-10-01 00:00:00,1.0019487663951148,1.9837702871410736,-1.0
1.0097251507703806,1.2818576660730647,-1.0,2014-11-01 00:00:00,1.3931701331296054,1.9837702871410736,-1.0
1.0097251507703806,1.3900488236049786,1.2017571243812155,2014-11-01 00:00:00,1.0016425316758824,1.9837702871410736,-1.0
1.0430342812142084,1.9788604416535207,-1.0,2014-11-01 00:00:00,1.0525564162763217,2.04041822721598,-1.0
1.0430342812142084,2.308209157613174,-1.0,2014-11-01 00:00:00,1.004131742329459,2.04041822721598,-1.0
1.0097251507703806,1.3052968344101394,1.3949739107166748,2014-11-01 00:00:00,1.0070709826538335,1.9837702871410736,-1.0
1.0430342812142084,1.011404660266763,1.0039691388306649,2014-11-01 00:00:00,1.0019839008342184,2.04041822721598,-1.0
1.005215684469137,1.479768899765333,1.1461445836863935,2014-11-01 00:00:00,1.0585901852564252,2.437421972534332,-1.0
1.0097251507703806,1.8852782145746785,1.6465682558087678,2014-11-01 00:00:00,1.1015876852675353,1.9837702871410736,-1.0
1.0097251507703806,3.766914528511761,2.3222751192971502,2014-11-01 00:00:00,1.002912933255083,1.9837702871410736,-1.0
1.4954848339178637,1.2788865484661147,-1.0,2014-11-01 00:00:00,2.8500004622892736,1.6690074906367045,-1.0
1.005215684469137,2.259880141243107,1.5214288899790394,2014-12-01 00:00:00,1.0106109436284456,2.437421972534332,-1.0
1.487478508576705,1.2361035659495392,1.0923828212103643,2014-12-01 00:00:00,3.779188370211669,1.7581148564294633,2.0133333333333336
1.0430342812142084,1.012208256978123,1.0039691388306649,2014-12-01 00:00:00,1.0043275207178084,2.04041822721598,-1.0
1.0430342812142084,1.985235361965504,-1.0,2014-12-01 00:00:00,1.050824236238095,2.04041822721598,-1.0
1.4954848339178637,1.283741421504131,-1.0,2014-12-01 00:00:00,3.292938973167144,1.6690074906367045,-1.0
1.0097251507703806,3.804224684502029,2.3222751192971502,2014-12-01 00:00:00,1.0560920353074583,1.9837702871410736,-1.0
1.0097251507703806,1.2860976893237104,-1.0,2014-12-01 00:00:00,1.7026901711221214,1.9837702871410736,-1.0
1.0430342812142084,2.356224808681532,-1.0,2014-12-01 00:00:00,1.0057111881207288,2.04041822721598,-1.0
1.005215684469137,1.377856990462319,1.1461445836863935,2014-12-01 00:00:00,1.0529070920640664,2.437421972534332,-1.0
1.0097251507703806,1.8985961116992032,1.6465682558087678,2014-12-01 00:00:00,1.080411516121355,1.9837702871410736,-1.0
1.0097251507703806,2.053635229927801,1.3949739107166748,2014-12-01 00:00:00,1.0110923885373304,1.9837702871410736,-1.0
1.0097251507703806,1.617605405832789,1.2017571243812155,2014-12-01 00:00:00,1.065019837318105,1.9837702871410736,-1.0
1.009934333143062,1.893576320661196,1.6337688980065113,2015-01-01 00:00:00,1.067732785764882,2.004525593008739,-1.0
1.009934333143062,1.872860515554652,2.0061097979752933,2015-01-01 00:00:00,1.033081267338721,2.004525593008739,-1.0
1.0438503474469705,1.9877548018527185,1.5670516879989296,2015-01-01 00:00:00,1.0675923111230323,2.02621722846442,-1.0
1.009934333143062,1.5420367084668305,1.202872051019043,2015-01-01 00:00:00,1.157497103540589,2.004525593008739,-1.0
1.009934333143062,3.783097735440261,2.327543147660884,2015-01-01 00:00:00,1.049809498507061,2.004525593008739,-1.0
1.009934333143062,1.284499559287256,-1.0,2015-01-01 00:00:00,1.2647699252680011,2.004525593008739,-1.0
1.009934333143062,1.6094247519177152,-1.0,2015-01-01 00:00:00,1.0051326880047478,2.004525593008739,-1.0
1.0438503474469705,1.0,-1.0,2015-01-01 00:00:00,1.0,2.02621722846442,-1.0
1.4895755560678503,1.2348731278592704,1.088435980912456,2015-01-01 00:00:00,5.547507936434146,1.7723158551810236,2.0133333333333336
1.4993857440921563,1.2853579407983606,-1.0,2015-01-01 00:00:00,3.984344177788381,1.7309612983770286,-1.0
1.0438503474469705,1.0121775002351885,1.0039691388306649,2015-01-01 00:00:00,1.006773770121716,2.02621722846442,-1.0
1.0056896727843128,2.2579251461027656,1.5214288899790394,2015-01-01 00:00:00,1.0198646468081838,2.418227215980025,-1.0
1.009934333143062,1.0143945867623876,-1.0,2015-01-01 00:00:00,1.0010001794499697,2.004525593008739,-1.0
1.0056896727843128,1.4400768553205414,1.1461445836863935,2015-01-01 00:00:00,1.1084124541854723,2.418227215980025,-1.0
1.009934333143062,1.6163187885553194,1.3949739107166748,2015-01-01 00:00:00,1.0155722525701367,2.004525593008739,-1.0
1.0056896727843128,2.2650751625352155,1.5214288899790394,2015-02-01 00:00:00,1.0173138827206332,2.418227215980025,-1.0
1.4895755560678503,1.23539492085286,1.088435980912456,2015-02-01 00:00:00,5.368278128757212,1.7723158551810236,2.0133333333333336
1.0056896727843128,1.0116534717458303,1.006109797975293,2015-02-01 00:00:00,1.0011284832516385,2.418227215980025,-1.0
1.0438503474469705,1.012224431094536,1.0039691388306649,2015-02-01 00:00:00,1.0084158953560023,2.02621722846442,-1.0
1.0056896727843128,1.3890889500861383,1.1461445836863935,2015-02-01 00:00:00,1.1130557796197038,2.418227215980025,-1.0
1.009934333143062,1.8957059518211088,1.6337688980065113,2015-02-01 00:00:00,1.0669512359393185,2.004525593008739,-1.0
1.009934333143062,3.795420662409185,2.327543147660884,2015-02-01 00:00:00,1.0588588749350176,2.004525593008739,-1.0
1.009934333143062,1.540555145448511,1.3949739107166748,2015-02-01 00:00:00,1.0045526554381283,2.004525593008739,-1.0
1.009934333143062,1.7813834558027777,2.0061097979752933,2015-02-01 00:00:00,1.0287916825935113,2.004525593008739,-1.0
1.0438503474469705,2.3656257677328103,-1.0,2015-02-01 00:00:00,1.0071884705361078,2.02621722846442,-1.0
1.009934333143062,1.0193501587252818,-1.0,2015-02-01 00:00:00,1.0041557507227932,2.004525593008739,-1.0
1.0056896727843128,1.269938936027247,1.2143557953886637,2015-02-01 00:00:00,1.0051153202308465,2.418227215980025,-1.0
1.0438503474469705,1.9773838965735973,1.5670516879989296,2015-02-01 00:00:00,1.0545350654588843,2.02621722846442,-1.0
